flat_type,flat_price,location,buildup_area_sqft,price_per_sqft,age_of_property,new_age,which_floor,furnishing,carpet_area,bedrooms,bathrooms,balcony,parking
2 BHK Flat,1.49,Kanjurmarg East,700.0,21290.0,2 BHK,,Middleof 54 floors,Semi Furnished,633.0,2.0,2.0,2.0,Yes
1 BHK Flat,1.3,Jogeshwari West,560.0,23210.0,1 Years Old,1.0,Middleof 21 floors,Unfurnished,450.0,1.0,2.0,0.0,Yes
1 BHK Flat,0.69,Bhandup West,450.0,15330.0,1 BHK,,Middleof 25 floors,Semi Furnished,409.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.41,Bhandup West,800.0,17630.0,2 BHK,,Higherof 25 floors,Semi Furnished,758.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.94,Kanjurmarg East,500.0,18800.0,1 BHK,,Middleof 35 floors,Unfurnished,401.0,1.0,2.0,1.0,Yes
2 BHK Flat,2.18,Malad West,1100.0,19820.0,Ready to move,,unknown,,765.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.58,Mira Road East,620.0,9440.0,Ready to move,,unknown,,401.0,1.0,2.0,3.0,Yes
1 BHK Flat,0.65,Mira Road East,720.0,9030.0,Ready to move,,unknown,,431.0,1.0,2.0,3.0,Yes
2 BHK Flat,2.75,Chembur,778.0,35350.0,2 BHK,,Middleof 14 floors,Unfurnished,,2.0,,0.0,Yes
2 BHK Flat,2.75,Chembur,779.0,35300.0,2 BHK,,Middleof 14 floors,Unfurnished,779.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.65,Mira Road East,700.0,9290.0,1 BHK,,Middleof 39 floors,Semi Furnished,400.0,1.0,2.0,2.0,Yes
1 BHK Flat,1.2,Malad East,560.0,21430.0,Ready to move,,unknown,,420.0,1.0,2.0,0.0,Yes
3 BHK Flat,5.5,Andheri West,1250.0,44000.0,3 Year Old,3.0,Higherof 42 floors,Semi Furnished,1105.0,3.0,3.0,1.0,Yes
2 BHK Flat,1.25,Mira Road East,1050.0,11900.0,1 Years Old,1.0,Lowerof 23 floors,Semi Furnished,702.0,2.0,2.0,3.0,no
2 BHK Flat,1.15,Mira Road East,666.0,17270.0,2 BHK,,Lowerof 23 floors,Semi Furnished,535.0,2.0,2.0,4.0,no
1 BHK Flat,1.36,others,439.0,30980.0,1 BHK,,Middleof 15 floors,Unfurnished,439.0,1.0,2.0,0.0,Yes
2.5 BHK Flat,2.13,Goregaon East,830.0,25660.0,Ready to move,,unknown,,666.0,3.0,3.0,0.0,Yes
3 BHK Flat,2.4,Mulund West,1150.0,20870.0,1 Years Old,1.0,Lowerof 47 floors,Semi Furnished,750.0,3.0,2.0,0.0,Yes
1 BHK Flat,0.57,Mira Road East,675.0,8500.0,1 BHK,,Lowerof 15 floors,Semi Furnished,425.0,1.0,2.0,0.0,no
3 BHK Flat,2.5,Chembur,1000.0,25000.0,Ready to move,,unknown,,,2.0,,0.0,Yes
2 BHK Flat,1.9,Chembur,765.0,24840.0,2 BHK,,Middleof 16 floors,Unfurnished,765.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.42,Vasai East,444.0,9460.0,1 BHK,,Middleof 24 floors,Semi Furnished,,2.0,2.0,,Yes
2 BHK Flat,2.05,Goregaon East,830.0,24700.0,Ready to move,,unknown,,642.0,2.0,2.0,0.0,Yes
2 BHK Flat,0.9,Mira Road East,990.0,9090.0,Ready to move,,unknown,,578.0,2.0,2.0,2.0,Yes
3 BHK Flat,4.1,Chembur,1043.0,39310.0,Ready to move,,unknown,,1043.0,3.0,2.0,0.0,Yes
2 BHK Flat,0.96,Mira Road East,850.0,11290.0,2 BHK,,Middleof 39 floors,Semi Furnished,600.0,2.0,2.0,3.0,Yes
2 BHK Flat,1.55,Malad East,820.0,18900.0,Ready to move,,unknown,,650.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.2,Mira Road East,800.0,15000.0,1 Years Old,1.0,Lowerof 23 floors,Semi Furnished,672.0,2.0,2.0,3.0,no
1 BHK Flat,0.55,Mira Road East,620.0,8900.0,1 BHK,,Middleof 25 floors,Fully Furnished,362.0,1.0,2.0,0.0,no
3 BHK Flat,2.95,Mulund West,1150.0,25650.0,3 BHK,,Higherof 54 floors,Semi Furnished,1036.0,3.0,3.0,2.0,Yes
2 BHK Flat,2.75,Borivali West,1200.0,22920.0,2 BHK,,Higherof 34 floors,Unfurnished,818.0,2.0,3.0,0.0,Yes
2 BHK Flat,1.55,Kanjurmarg East,700.0,22130.0,2 BHK,,Middleof 50 floors,Unfurnished,668.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.58,Kanjurmarg East,750.0,21070.0,2 BHK,,Lowerof 50 floors,Unfurnished,690.0,2.0,2.0,1.0,Yes
2 BHK Flat,1.54,Bhandup West,700.0,22000.0,2 BHK,,Middleof 20 floors,Semi Furnished,630.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.61,Mulund West,700.0,23000.0,2 BHK,,Middleof 46 floors,Unfurnished,666.0,2.0,2.0,1.0,Yes
2 BHK Flat,1.52,Kanjurmarg East,650.0,23380.0,2 BHK,,Middleof 47 floors,Semi Furnished,597.0,2.0,2.0,1.0,Yes
3 BHK Flat,2.09,Kanjurmarg East,900.0,23220.0,3 BHK,,Higherof 47 floors,Semi Furnished,897.0,3.0,3.0,1.0,Yes
2 BHK Flat,1.51,Mulund West,700.0,21570.0,2 BHK,,Middleof 54 floors,Unfurnished,600.0,2.0,2.0,1.0,Yes
2 BHK Flat,3.4,Chembur,1000.0,34000.0,1 Years Old,1.0,Higherof 20 floors,Unfurnished,772.0,2.0,3.0,1.0,Yes
3 BHK Flat,5.25,Chembur,1580.0,33230.0,1 Years Old,1.0,Higherof 20 floors,Unfurnished,1221.0,3.0,3.0,1.0,Yes
1 BHK Flat,1.2,Malad East,560.0,21430.0,Ready to move,,unknown,,384.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.9,Malad East,710.0,26760.0,1 Years Old,1.0,Higherof 21 floors,Semi Furnished,613.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.85,Mulund East,900.0,20550.0,3 Year Old,3.0,Higherof 15 floors,Unfurnished,,2.0,,0.0,Yes
4 BHK Flat,3.7,Kandivali East,2000.0,18500.0,4 BHK,,Middleof 22 floors,Semi Furnished,1306.0,4.0,4.0,0.0,Yes
4 BHK Flat,5.3,Powai,2445.0,21680.0,4 BHK,,Higherof 24 floors,Semi Furnished,1630.0,4.0,4.0,1.0,Yes
2 BHK Flat,2.0,Mulund East,950.0,21050.0,2 Year Old,2.0,Higherof 23 floors,Unfurnished,675.0,2.0,2.0,0.0,Yes
2 BHK Flat,0.59,Virar West,1100.0,5360.0,Ready to move,,unknown,,625.0,2.0,2.0,3.0,Yes
2 BHK Flat,1.75,Mulund West,1000.0,17500.0,1 Years Old,1.0,Middleof 47 floors,Semi Furnished,625.0,2.0,2.0,0.0,Yes
3 BHK Flat,2.6,Mulund West,1140.0,22810.0,1 Years Old,1.0,Lowerof 60 floors,Semi Furnished,912.0,3.0,3.0,0.0,Yes
3 BHK Flat,3.2,Malad West,1500.0,21330.0,Ready to move,,unknown,,1125.0,3.0,3.0,0.0,Yes
4 BHK Flat,7.92,Chembur,2104.0,37640.0,4 BHK,,Higherof 14 floors,Semi Furnished,1642.0,4.0,4.0,1.0,Yes
4 BHK Flat,6.12,Chembur,1540.0,39740.0,4 BHK,,Lowerof 22 floors,Semi Furnished,1354.0,4.0,4.0,1.0,Yes
2 BHK Flat,1.44,Malad West,860.0,16740.0,1 Years Old,1.0,Higherof 23 floors,,634.0,2.0,2.0,0.0,Yes
2 BHK Flat,0.88,Mira Road East,999.0,8810.0,2 BHK,,Middleof 21 floors,Semi Furnished,620.0,2.0,2.0,0.0,no
2 BHK Flat,0.89,Mira Road East,1000.0,8900.0,2 BHK,,Middleof 32 floors,Semi Furnished,,2.0,,0.0,Yes
2 BHK Flat,0.95,Mira Road East,1000.0,9500.0,3 Year Old,3.0,Higherof 9 floors,Semi Furnished,650.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.62,Bhayandar East,700.0,8860.0,1 BHK,,Lowerof 37 floors,Semi Furnished,430.0,1.0,2.0,0.0,no
1 BHK Flat,0.6,Mira Road East,695.0,8630.0,1 BHK,,Lowerof 21 floors,Semi Furnished,440.0,1.0,2.0,0.0,no
1 BHK Flat,0.65,Bhayandar East,725.0,8960.0,1 BHK,,Lowerof 30 floors,Semi Furnished,460.0,1.0,2.0,2.0,no
1 BHK Flat,0.66,Mira Road East,710.0,9290.0,1 BHK,,Lowerof 30 floors,Semi Furnished,,2.0,,0.0,no
2 BHK Flat,0.9,Mira Road East,1020.0,8820.0,2 BHK,,Lowerof 30 floors,Semi Furnished,,2.0,2.0,,Yes
2 BHK Flat,0.87,Mira Road East,1010.0,8610.0,2 BHK,,Lowerof 36 floors,Semi Furnished,,2.0,2.0,,Yes
2 BHK Flat,0.89,Mira Road East,950.0,9370.0,2 BHK,,Higherof 34 floors,Semi Furnished,600.0,2.0,2.0,3.0,Yes
2 BHK Flat,0.89,Mira Road East,980.0,9080.0,2 BHK,,Middleof 31 floors,Semi Furnished,,2.0,3.0,,Yes
3 BHK Flat,3.05,Goregaon West,1350.0,22590.0,3 Year Old,3.0,Higherof 28 floors,Semi Furnished,900.0,3.0,3.0,1.0,no
2 BHK Flat,1.05,Mira Road East,1070.0,9810.0,2 BHK,,Middleof 22 floors,Semi Furnished,697.0,2.0,2.0,2.0,Yes
3 BHK Flat,5.55,Sion,1597.0,34750.0,3 BHK,,Middleof 28 floors,Semi Furnished,1331.0,3.0,3.0,1.0,Yes
1 BHK Flat,0.54,Mira Road East,624.0,8730.0,Ready to move,,unknown,,367.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.03,Mira Road East,925.0,11170.0,Ready to move,,unknown,,590.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.62,Mira Road East,711.0,8690.0,Ready to move,,unknown,,417.0,1.0,2.0,0.0,Yes
2 BHK Flat,0.92,Mira Road East,1030.0,8930.0,Ready to move,,unknown,,589.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.64,Mira Road East,705.0,9090.0,Ready to move,,unknown,,392.0,1.0,2.0,0.0,Yes
2 BHK Flat,0.94,Mira Road East,920.0,10220.0,Ready to move,,unknown,,598.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.62,Mira Road East,674.0,9250.0,Ready to move,,unknown,,396.0,1.0,2.0,0.0,Yes
3 BHK Flat,3.61,Powai,1351.0,26720.0,3 BHK,,Higherof 23 floors,Fully Furnished,795.0,3.0,3.0,1.0,Yes
2 BHK Flat,0.89,Mira Road East,841.0,10580.0,Ready to move,,unknown,,541.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.61,Mira Road East,711.0,8540.0,Ready to move,,unknown,,397.0,1.0,2.0,0.0,Yes
2 BHK Flat,0.89,Mira Road East,889.0,9990.0,Ready to move,,unknown,,563.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.54,Mira Road East,624.0,8730.0,Ready to move,,unknown,,367.0,1.0,2.0,0.0,Yes
1 BHK Flat,0.66,Mira Road East,693.0,9570.0,Ready to move,,unknown,,381.0,1.0,2.0,0.0,Yes
3 BHK Flat,1.35,Mira Road East,1250.0,10800.0,Ready to move,,unknown,,790.0,3.0,3.0,3.0,Yes
2 BHK Flat,0.81,Mira Road East,995.0,8090.0,Ready to move,,unknown,,600.0,2.0,2.0,1.0,Yes
1 BHK Flat,0.66,Mira Road East,750.0,8800.0,Ready to move,,unknown,,538.0,1.0,2.0,3.0,Yes
1 BHK Flat,0.66,Mira Road East,750.0,8800.0,Ready to move,,unknown,,538.0,1.0,2.0,3.0,Yes
1 BHK Flat,0.64,Mira Road East,748.0,8590.0,Ready to move,,unknown,,437.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.64,Mira Road East,748.0,8590.0,Ready to move,,unknown,,437.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.67,Mira Road East,650.0,10310.0,Ready to move,,unknown,,450.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.68,Mira Road East,715.0,9510.0,1 Years Old,1.0,Middleof 23 floors,Fully Furnished,490.0,1.0,2.0,3.0,Yes
2 BHK Flat,2.42,Malad West,1050.0,23050.0,3 Year Old,3.0,Lowerof 20 floors,Semi Furnished,850.0,2.0,2.0,1.0,no
2 BHK Flat,1.1,Bhandup West,600.0,18330.0,2 BHK,,Middleof 22 floors,Semi Furnished,529.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.3,Virar West,550.0,5540.0,1 Years Old,1.0,Middleof 14 floors,,,1.0,2.0,,Yes
1 BHK Flat,0.85,Bhandup West,500.0,17000.0,1 BHK,,Middleof 35 floors,Semi Furnished,420.0,1.0,2.0,0.0,Yes
2 BHK Flat,0.6,Naigaon East,900.0,6670.0,2 BHK,,Middleof 22 floors,Unfurnished,700.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.8,Goregaon East,692.0,26010.0,1 Years Old,1.0,Lowerof 21 floors,Semi Furnished,593.0,2.0,2.0,0.0,Yes
2 BHK Flat,3.05,Dadar West,573.0,53230.0,2 BHK,,Middleof 23 floors,Semi Furnished,573.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.61,Mira Road East,682.0,8940.0,Ready to move,,unknown,,411.0,1.0,2.0,1.0,Yes
2 BHK Flat,0.84,Mira Road East,900.0,9330.0,Ready to move,,unknown,,650.0,2.0,2.0,2.0,Yes
1 BHK Flat,0.52,Mira Road East,650.0,8000.0,Ready to move,,unknown,,420.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.75,Mira Road East,725.0,10340.0,Ready to move,,unknown,,425.0,1.0,2.0,1.0,Yes
2 BHK Flat,1.2,Mira Road East,920.0,13040.0,Ready to move,,unknown,,650.0,2.0,2.0,3.0,Yes
1 BHK Flat,1.4,Parel,381.0,36740.0,1 BHK,,Middleof 23 floors,Semi Furnished,381.0,1.0,2.0,0.0,no
2 BHK Flat,0.52,Naigaon East,850.0,6120.0,3 Year Old,3.0,Lowerof 22 floors,Unfurnished,595.0,2.0,1.0,0.0,Yes
1 BHK Flat,0.35,Naigaon East,600.0,5830.0,1 BHK,,Higherof 22 floors,Unfurnished,409.0,1.0,2.0,0.0,Yes
2 BHK Flat,0.62,Naigaon East,850.0,7290.0,2 BHK,,Middleof 32 floors,Unfurnished,580.0,2.0,2.0,1.0,Yes
1 BHK Flat,2.4,Dadar West,451.0,53220.0,1 BHK,,Middleof 23 floors,Semi Furnished,451.0,1.0,2.0,0.0,Yes
1 BHK Flat,0.33,Naigaon East,545.0,6140.0,Ready to move,,unknown,,343.0,1.0,1.0,2.0,no
1 BHK Flat,0.42,Naigaon East,560.0,7500.0,Ready to move,,unknown,,319.0,1.0,2.0,1.0,no
1 BHK Flat,0.4,Naigaon East,552.0,7250.0,Ready to move,,unknown,,336.0,1.0,2.0,2.0,no
1 BHK Flat,0.34,Naigaon East,550.0,6180.0,Ready to move,,unknown,,331.0,1.0,2.0,1.0,no
1 BHK Flat,0.34,Naigaon East,665.0,5110.0,Ready to move,,unknown,,412.0,1.0,2.0,2.0,no
1 BHK Flat,0.34,Naigaon East,665.0,5140.0,Ready to move,,unknown,,412.0,1.0,2.0,2.0,no
1 BHK Flat,0.34,Naigaon East,665.0,5170.0,Ready to move,,unknown,,412.0,1.0,2.0,2.0,no
1 BHK Flat,0.35,Naigaon East,665.0,5230.0,Ready to move,,unknown,,412.0,1.0,2.0,2.0,no
1 BHK Flat,0.92,Kandivali East,425.0,21650.0,1 BHK,,Middleof 40 floors,Unfurnished,400.0,1.0,2.0,0.0,no
2 BHK Flat,1.37,Kandivali East,1025.0,13370.0,2 BHK,,Higherof 40 floors,Unfurnished,600.0,2.0,3.0,1.0,no
2 BHK Flat,0.95,Mira Road East,790.0,12030.0,2 BHK,,Middleof 40 floors,Unfurnished,790.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.69,Mira Road East,538.0,12820.0,1 BHK,,Higherof 25 floors,Unfurnished,538.0,1.0,2.0,3.0,Yes
2 BHK Flat,0.89,Mira Road East,923.0,9640.0,Ready to move,,unknown,,562.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.65,Mira Road East,693.0,9410.0,Ready to move,,unknown,,381.0,1.0,2.0,0.0,Yes
2 BHK Flat,0.94,Mira Road East,981.0,9600.0,Ready to move,,unknown,,537.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.62,Mira Road East,712.0,8680.0,Ready to move,,unknown,,392.0,1.0,2.0,0.0,Yes
2 BHK Flat,0.88,Mira Road East,922.0,9540.0,Ready to move,,unknown,,530.0,2.0,2.0,3.0,Yes
2 BHK Flat,0.51,Naigaon East,850.0,6050.0,3 Year Old,3.0,Middleof 22 floors,Unfurnished,585.0,2.0,1.0,0.0,Yes
2 BHK Flat,2.58,Goregaon West,1150.0,22430.0,4 Year Old,4.0,Lowerof 36 floors,Semi Furnished,875.0,2.0,2.0,1.0,no
1 BHK Flat,0.65,Bhandup West,450.0,14440.0,1 BHK,,Middleof 22 floors,Semi Furnished,365.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.66,Bhandup West,400.0,16500.0,1 BHK,,Higherof 22 floors,Semi Furnished,370.0,1.0,2.0,0.0,Yes
1 BHK Flat,0.67,Bhandup West,408.0,16420.0,1 BHK,,Middleof 22 floors,Semi Furnished,375.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.39,Kandivali East,1025.0,13560.0,2 BHK,,Middleof 40 floors,Unfurnished,600.0,2.0,3.0,0.0,no
1 BHK Flat,0.91,Kandivali East,655.0,13890.0,1 BHK,,Middleof 40 floors,Unfurnished,400.0,1.0,2.0,0.0,no
1 BHK Flat,0.64,Mira Road East,725.0,8800.0,Ready to move,,unknown,,405.0,1.0,2.0,2.0,Yes
2 BHK Flat,1.03,Mira Road East,925.0,11170.0,Ready to move,,unknown,,590.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.57,Mira Road East,624.0,9110.0,Ready to move,,unknown,,367.0,1.0,2.0,0.0,Yes
1 BHK Flat,0.65,Mira Road East,693.0,9440.0,Ready to move,,unknown,,381.0,1.0,2.0,0.0,Yes
2 BHK Flat,0.94,Mira Road East,981.0,9530.0,Ready to move,,unknown,,537.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.64,Mira Road East,747.0,8570.0,Ready to move,,unknown,,547.0,1.0,2.0,3.0,Yes
1 BHK Flat,0.68,Mira Road East,735.0,9180.0,Ready to move,,unknown,,462.0,1.0,2.0,1.0,Yes
2 BHK Flat,2.0,Andheri East,826.0,24210.0,2 BHK,,Higherof 23 floors,Unfurnished,771.0,2.0,2.0,1.0,no
2 BHK Flat,0.75,Mira Road East,1060.0,7080.0,Ready to move,,unknown,,676.0,2.0,2.0,1.0,Yes
2 BHK Flat,0.81,Mira Road East,995.0,8090.0,Ready to move,,unknown,,600.0,2.0,2.0,1.0,Yes
2 BHK Flat,1.09,Mira Road East,777.0,14030.0,Ready to move,,unknown,,650.0,2.0,2.0,3.0,Yes
2 BHK Flat,1.4,Malad West,890.0,15730.0,Ready to move,,unknown,,610.0,2.0,2.0,0.0,Yes
2 BHK Flat,0.99,Mira Road East,1048.0,9450.0,Ready to move,,unknown,,648.0,2.0,2.0,1.0,Yes
1 BHK Flat,0.68,Mira Road East,735.0,9180.0,Ready to move,,unknown,,462.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.65,Mira Road East,725.0,8960.0,Ready to move,,unknown,,412.0,1.0,2.0,3.0,Yes
2 BHK Flat,0.94,Mira Road East,1062.0,8850.0,Ready to move,,unknown,,608.0,2.0,2.0,4.0,Yes
1 BHK Flat,0.64,Mira Road East,748.0,8590.0,Ready to move,,unknown,,437.0,1.0,2.0,1.0,Yes
2 BHK Flat,0.85,Mira Road East,877.0,9690.0,Ready to move,,unknown,,565.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.67,Mira Road East,650.0,10310.0,Ready to move,,unknown,,450.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.67,Mira Road East,650.0,10310.0,Ready to move,,unknown,,450.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.68,Mira Road East,715.0,9510.0,1 Years Old,1.0,Middleof 23 floors,Fully Furnished,490.0,1.0,2.0,3.0,Yes
1 BHK Flat,0.68,Mira Road East,715.0,9510.0,1 Years Old,1.0,Middleof 23 floors,Fully Furnished,490.0,1.0,2.0,3.0,Yes
1 BHK Flat,1.36,Goregaon East,575.0,23650.0,1 Years Old,1.0,Middleof 21 floors,Semi Furnished,405.0,1.0,2.0,0.0,Yes
1 BHK Flat,1.35,Parel,355.0,38030.0,1 BHK,,Middleof 23 floors,Semi Furnished,355.0,1.0,2.0,0.0,no
1 BHK Flat,0.36,Naigaon East,650.0,5540.0,Ready to move,,unknown,,420.0,1.0,2.0,2.0,no
1 BHK Flat,0.35,Naigaon East,665.0,5200.0,Ready to move,,unknown,,412.0,1.0,2.0,2.0,no
1 BHK Flat,0.35,Naigaon East,665.0,5260.0,Ready to move,,unknown,,412.0,1.0,2.0,2.0,no
2 BHK Flat,1.38,Kandivali East,1010.0,13660.0,2 BHK,,Higherof 40 floors,Unfurnished,596.0,2.0,3.0,1.0,Yes
2 BHK Flat,1.39,Kandivali East,1010.0,13710.0,2 BHK,,Middleof 40 floors,Unfurnished,596.0,2.0,3.0,1.0,Yes
1 BHK Flat,0.9,Kandivali East,425.0,21180.0,1 BHK,,Middleof 40 floors,Unfurnished,400.0,1.0,2.0,0.0,no
2 BHK Flat,1.75,Wadala East,780.0,22430.0,2 BHK,,Middleof 39 floors,Unfurnished,,2.0,1.0,,Yes
2 BHK Flat,3.05,Sion,697.0,43760.0,2 Year Old,2.0,Middleof 19 floors,Fully Furnished,697.0,2.0,2.0,0.0,Yes
